dsa,dbms,os,cn,oops,system_design,aptitude,web_dev,overall_accuracy,attempts,improvement_rate,learning_velocity,consistency_score,weak_topic_count,readiness_score,readiness_category
85.9,61.9,67.8,84.6,62.2,61.8,72.3,58.4,69.4,1,-0.3,15.0,68.0,1,77.6,1
67.4,58.3,39.6,61.3,63.7,66.5,69.4,65.8,61.5,2,3.2,14.0,71.5,2,70.5,1
83.0,70.6,82.5,68.5,69.5,74.1,63.3,58.9,71.3,4,3.9,9.8,74.7,1,86.2,2
22.0,45.8,25.2,38.6,34.4,11.8,34.3,45.0,32.1,4,8.6,10.1,64.8,8,26.2,0
58.6,51.2,44.1,64.7,69.5,64.3,51.3,57.2,57.6,8,23.4,10.1,74.7,5,60.0,1
20.6,38.3,23.5,46.1,28.8,11.7,26.8,15.0,26.4,6,15.1,8.8,65.6,8,23.3,0
40.4,45.9,16.6,67.7,38.1,38.8,37.1,44.0,41.1,12,30.2,7.8,58.1,7,40.6,0
67.8,64.8,76.1,65.8,78.0,87.7,67.2,73.6,72.6,4,2.1,9.3,76.5,0,84.8,2
64.3,93.2,83.3,81.0,82.1,60.4,80.0,100.0,80.5,5,8.7,10.7,60.5,0,92.7,2
54.1,78.4,58.4,76.1,68.1,46.0,47.1,75.8,63.0,7,18.9,10.4,60.1,4,67.8,1
35.6,79.3,47.2,64.1,58.4,35.1,46.0,68.9,54.3,7,19.2,10.1,52.2,5,55.3,0
29.4,65.5,37.4,69.1,44.1,35.6,42.5,32.1,44.5,5,8.2,8.8,55.3,6,44.7,0
36.8,23.2,39.9,32.5,22.7,45.7,47.7,45.6,36.8,3,4.4,10.0,70.3,8,35.0,0
78.2,91.7,60.6,74.7,98.9,56.6,89.2,78.2,78.5,2,0.0,12.6,55.9,1,86.2,2
72.6,80.2,64.1,87.4,61.0,55.3,61.3,61.2,67.9,8,25.4,11.1,66.8,1,79.4,2
63.4,39.4,24.1,47.5,58.7,50.9,58.0,15.0,44.6,6,12.3,8.7,48.1,7,52.4,0
56.5,66.1,69.0,67.5,63.8,62.3,61.0,75.9,65.3,7,18.2,10.1,82.5,1,76.4,1
40.4,15.0,30.1,34.6,27.5,22.5,21.4,30.4,27.7,1,-5.0,10.3,76.0,8,25.9,0
57.0,36.9,63.2,69.5,62.6,47.6,56.7,55.4,56.1,2,-2.8,9.8,69.8,5,57.8,0
100.0,49.8,82.2,56.5,76.0,73.3,79.0,71.5,73.5,2,0.5,12.3,53.8,2,82.0,2
16.7,58.5,68.3,48.0,70.5,69.4,42.2,75.5,56.1,7,10.4,8.0,40.9,4,53.4,0
50.4,64.9,46.5,25.1,46.2,76.4,49.5,56.3,51.9,8,13.5,8.2,55.1,6,51.8,0
48.0,38.9,44.8,34.1,39.4,55.4,58.5,40.8,45.0,2,-1.4,9.8,74.6,8,45.1,0
68.1,96.6,89.4,88.3,91.1,59.3,81.7,88.2,82.8,5,8.5,10.4,61.9,1,90.5,2
77.6,82.4,78.3,71.0,78.5,88.6,67.4,67.2,76.4,1,-3.8,13.2,77.7,0,91.9,2
52.1,36.5,62.5,41.9,58.1,36.8,52.4,43.2,47.9,2,1.9,12.4,70.8,7,48.2,0
61.1,50.2,29.7,70.6,66.0,22.3,54.2,24.9,47.4,3,0.7,9.2,42.6,5,51.1,0
62.3,66.1,82.9,76.9,74.3,69.1,75.5,91.4,74.8,6,6.6,8.9,72.0,0,83.0,2
64.1,67.5,52.1,84.3,38.3,76.0,76.5,64.8,65.4,8,15.8,8.8,56.0,2,74.8,1
59.3,54.7,61.8,65.8,50.5,57.3,55.4,60.6,58.2,2,1.3,12.1,85.8,5,63.8,1
34.1,24.9,41.7,37.7,53.4,28.3,39.2,27.8,35.9,3,2.8,9.3,72.2,8,33.2,0
51.6,69.8,57.2,74.9,53.2,48.6,51.2,58.4,58.1,4,6.4,9.8,71.7,6,56.8,0
88.5,75.3,71.7,68.5,65.8,73.4,75.1,66.6,73.1,2,-2.2,10.9,78.4,0,90.5,2
10.0,22.1,42.0,15.0,38.4,24.1,32.9,27.6,26.5,15,44.2,7.6,66.9,8,24.3,0
27.9,25.8,34.2,50.4,35.6,19.7,35.3,28.9,32.2,8,8.9,5.8,72.7,8,24.7,0
32.7,66.5,51.6,56.6,49.2,31.9,31.3,61.3,47.6,2,-0.1,10.9,58.0,6,45.4,0
58.2,60.6,38.3,68.6,55.5,45.5,49.5,57.4,54.2,3,-0.0,8.8,71.7,6,57.2,0
64.3,73.1,78.0,85.1,64.4,64.5,96.3,66.4,74.0,1,-2.0,15.0,64.7,0,81.9,2
18.3,38.5,72.2,70.8,44.8,42.9,44.0,55.6,48.4,3,4.5,10.8,47.1,6,40.1,0
71.1,53.5,44.7,55.4,61.4,69.7,67.3,57.3,60.0,4,5.5,10.0,72.8,4,66.0,1
60.3,59.2,71.9,61.3,74.8,53.2,77.1,53.7,63.9,1,-4.7,12.0,71.9,3,68.8,1
67.4,69.7,73.0,60.8,58.0,53.4,53.1,69.7,63.1,8,21.6,10.1,76.6,3,74.7,1
86.9,78.8,89.7,67.0,69.8,64.8,67.3,71.8,74.5,4,4.5,10.1,71.5,0,87.3,2
68.6,57.1,72.4,43.9,78.9,94.0,49.5,49.7,64.3,15,45.0,9.5,48.4,4,71.0,1
33.9,42.7,33.4,36.8,57.8,13.4,32.9,26.7,34.7,1,-0.5,14.3,62.0,8,29.8,0
50.4,42.4,56.3,62.5,42.7,60.8,55.4,60.3,53.8,7,16.9,9.3,76.3,5,59.3,0
62.9,70.4,72.2,66.9,78.2,64.0,84.6,80.8,72.5,6,9.9,9.8,76.1,0,87.8,2
69.4,56.7,85.7,59.6,57.2,63.3,89.1,76.8,69.7,1,-3.2,13.8,61.6,3,73.6,1
77.1,38.4,35.0,52.6,53.7,29.3,54.7,75.8,52.1,2,1.2,12.0,47.0,6,50.8,0
68.0,63.0,65.6,82.1,69.8,90.8,62.3,84.0,73.2,8,25.6,11.3,67.5,0,84.9,2
44.8,47.9,52.6,34.3,59.7,44.9,38.3,45.8,46.0,3,2.0,9.6,76.4,8,47.1,0
75.3,50.3,74.0,91.0,48.8,62.9,53.5,55.4,63.9,2,-2.4,10.2,55.3,4,66.4,1
30.0,66.4,48.8,33.0,35.9,22.4,51.1,40.8,41.0,9,12.3,7.0,58.2,7,38.8,0
80.9,63.8,63.0,65.4,88.8,56.4,98.3,67.5,73.0,1,-3.6,13.5,56.2,1,84.0,2
35.1,57.5,51.8,69.9,48.3,54.2,54.2,35.3,50.8,3,-0.9,8.7,65.6,7,48.1,0
65.9,76.6,56.4,74.0,63.4,52.2,75.8,46.5,63.8,4,7.4,10.7,66.0,3,70.3,1
32.4,35.7,30.2,46.8,36.3,35.6,31.5,41.6,36.3,4,11.4,10.8,83.4,8,36.2,0
79.4,68.7,65.9,62.6,64.4,93.6,61.8,90.1,73.3,2,2.5,13.7,61.9,0,85.7,2
35.5,50.8,42.9,42.7,40.3,49.7,40.0,48.8,43.8,3,1.4,9.4,83.7,8,42.8,0
45.5,47.1,31.6,42.0,63.7,40.2,45.3,43.9,44.9,5,12.8,10.6,73.1,7,47.3,0
71.9,53.9,67.1,59.9,71.0,47.9,63.8,23.0,57.3,4,5.5,10.2,51.7,4,66.1,1
69.3,82.7,82.4,79.6,75.4,56.4,81.0,95.4,77.8,5,2.6,8.6,66.0,1,85.7,2
65.0,50.7,73.9,45.5,54.9,43.9,50.1,40.0,53.0,2,1.4,12.2,65.9,6,57.1,0
50.8,60.0,59.0,27.0,51.9,37.8,56.7,31.1,46.8,7,16.9,9.2,61.1,7,51.3,0
51.0,66.3,66.0,72.3,60.5,51.9,67.6,52.9,61.1,3,4.5,11.2,75.4,3,65.9,1
62.6,69.0,69.3,64.0,79.3,66.5,64.9,65.7,67.7,15,21.8,7.0,84.3,0,80.9,2
68.8,80.2,46.9,78.3,68.8,67.4,79.2,68.7,69.8,1,-0.2,15.0,68.0,1,80.8,2
64.5,62.0,69.9,63.0,71.9,61.7,48.9,56.7,62.3,2,0.4,12.2,78.3,2,71.8,1
55.7,57.1,48.8,55.5,54.6,44.8,23.8,52.4,49.1,1,-4.9,11.1,67.0,8,44.1,0
68.0,81.6,83.8,100.0,80.0,100.0,82.1,65.8,82.7,3,3.0,11.3,62.3,0,94.8,2
59.6,64.0,72.7,51.6,81.3,49.1,63.4,60.3,62.8,1,-1.7,14.9,68.6,3,66.4,1
74.2,59.5,61.3,53.4,63.5,55.9,86.4,59.9,64.3,5,9.2,10.0,67.4,4,75.7,1
57.8,67.4,86.0,51.4,57.5,31.1,63.0,54.7,58.6,8,23.5,10.4,53.7,5,63.9,1
57.0,86.0,73.2,91.0,60.2,51.2,54.5,48.3,65.2,1,-4.3,12.4,51.3,4,69.9,1
34.8,63.0,68.2,64.5,71.4,45.1,82.6,50.3,60.0,1,-1.6,14.9,53.5,3,60.6,1
47.9,56.5,65.6,72.3,59.6,43.6,67.9,47.2,57.6,8,21.5,9.9,68.2,5,61.7,1
22.3,47.4,34.5,15.0,55.9,12.6,47.9,38.9,34.3,2,0.4,10.5,51.6,8,27.3,0
23.9,33.2,32.1,38.2,31.2,10.0,24.4,36.3,28.7,2,0.3,10.4,72.8,8,23.0,0
58.2,77.2,40.2,62.1,57.6,61.3,71.7,63.4,61.5,1,-3.6,13.2,67.3,3,65.3,1
43.8,50.2,22.4,52.8,35.9,38.7,23.2,30.4,37.2,2,1.8,11.3,65.7,8,40.8,0
41.0,30.8,44.2,60.2,66.2,34.2,33.5,64.7,46.8,1,-1.8,14.0,56.1,5,45.5,0
57.4,66.3,70.7,60.4,58.0,30.3,74.4,71.9,61.2,4,9.3,11.6,57.9,3,62.9,1
69.6,66.0,47.2,88.1,59.5,61.9,64.3,86.3,67.9,3,3.6,11.3,59.2,2,76.9,1
47.3,50.9,54.0,82.7,59.0,60.5,51.5,53.6,57.4,6,7.6,8.4,66.9,6,62.7,1
74.1,35.5,47.6,75.8,49.3,58.9,42.3,41.6,53.1,2,-1.3,10.6,54.8,6,53.2,0
54.1,28.6,46.6,56.2,31.5,25.6,46.7,57.1,43.3,3,2.0,9.5,61.4,8,41.0,0
71.6,87.0,89.3,80.4,70.3,67.7,88.1,84.6,79.9,2,0.9,13.3,73.8,0,88.2,2
74.8,57.8,54.5,65.9,65.3,40.3,58.9,53.0,58.8,10,27.1,9.6,69.1,5,68.3,1
95.4,72.2,72.4,74.1,88.0,61.5,75.7,85.9,78.2,3,4.8,12.5,67.5,0,87.4,2
64.0,79.2,68.3,79.6,70.9,58.1,87.0,68.7,72.0,1,-3.2,14.0,71.9,1,80.2,2
43.2,50.8,52.5,50.2,56.9,43.9,33.2,65.6,49.5,2,-0.9,10.9,70.9,7,47.9,0
59.5,81.8,65.5,64.5,68.9,56.0,74.3,72.4,67.9,1,-3.6,13.2,75.1,2,71.6,1
10.0,16.4,38.7,52.4,20.0,20.6,25.0,19.6,25.3,1,-0.7,13.6,59.1,8,19.4,0
79.0,100.0,74.3,90.6,97.0,66.7,78.0,67.2,81.6,3,1.9,11.5,61.5,0,93.1,2
66.3,71.4,91.2,65.0,73.4,61.3,53.1,59.7,67.7,2,3.6,14.3,65.6,2,79.2,2
64.9,52.7,43.8,45.1,64.4,39.8,65.6,77.1,56.7,12,22.1,7.7,60.4,4,58.4,0
65.6,57.6,75.6,63.4,71.8,33.1,54.0,85.5,63.3,1,-3.1,13.5,52.6,3,66.9,1
46.9,66.8,43.4,59.7,73.4,51.1,64.9,80.2,60.8,6,11.4,8.8,61.1,4,62.4,1
44.7,59.6,39.9,53.5,40.7,35.9,72.3,55.7,50.3,2,2.1,12.4,63.4,7,50.4,0
54.7,62.7,85.4,69.3,61.7,38.5,76.0,57.0,63.2,1,-0.7,15.0,57.4,3,68.3,1
76.9,71.8,70.0,75.0,86.9,70.0,70.1,85.6,75.8,13,29.9,8.8,79.2,0,89.7,2
63.2,31.6,56.9,62.3,63.3,46.8,55.0,53.4,54.1,6,14.5,10.0,67.9,5,58.6,0
39.2,33.5,43.9,57.4,47.8,48.1,30.0,39.0,42.4,4,3.7,8.7,73.6,8,41.7,0
50.2,56.1,56.0,73.1,58.9,62.4,61.6,67.4,60.7,5,8.5,9.8,78.6,4,66.6,1
73.1,47.2,52.4,54.2,52.6,33.3,50.6,77.5,55.1,15,45.0,9.1,57.7,6,58.2,0
78.1,89.0,35.3,72.6,73.2,79.9,70.3,73.4,71.5,4,7.5,11.4,52.8,1,82.0,2
44.6,20.6,18.6,42.0,25.5,10.1,44.0,40.8,30.8,1,-1.2,14.1,59.2,8,27.4,0
46.4,27.2,46.7,50.5,51.5,31.3,42.7,23.5,40.0,1,-5.0,10.7,67.1,8,35.0,0
34.3,55.2,63.4,64.7,29.1,37.1,57.1,50.5,48.9,4,5.0,9.3,59.0,6,48.6,0
57.0,43.4,56.4,36.8,31.1,24.2,34.8,47.8,41.4,4,1.2,7.4,64.6,8,41.1,0
10.0,15.0,15.0,15.0,20.0,26.4,20.0,15.0,17.0,5,4.7,6.1,85.2,8,12.0,0
84.5,97.8,75.9,63.3,96.3,70.7,76.2,74.0,79.8,1,-0.7,15.0,63.6,0,91.0,2
76.3,66.6,32.3,39.9,58.1,32.7,65.6,61.6,54.1,11,16.1,7.2,49.6,4,59.4,0
49.9,63.8,45.1,34.2,52.5,26.0,48.7,36.8,44.6,3,2.0,9.7,64.4,7,47.3,0
22.7,38.2,47.9,26.2,28.7,63.3,54.7,15.0,37.1,4,8.1,9.8,49.4,7,36.2,0
47.4,71.8,75.9,67.7,86.2,62.2,54.5,75.5,67.6,1,-3.0,14.2,62.4,2,70.3,1
42.3,38.6,39.6,50.7,72.9,27.2,49.4,40.8,45.2,12,20.2,6.7,60.1,7,44.3,0
52.4,61.1,49.6,36.8,54.8,60.4,58.5,56.7,53.8,3,2.9,10.1,76.4,6,55.5,0
41.2,58.1,64.0,49.8,45.3,18.2,36.0,77.4,48.8,3,1.7,9.5,45.7,6,44.2,0
61.9,59.0,57.1,71.6,40.3,73.2,79.5,75.9,64.8,10,17.2,7.9,61.5,3,68.8,1
43.2,45.0,39.9,29.5,45.6,23.0,38.4,15.0,35.0,10,19.3,7.2,66.3,8,36.7,0
85.5,84.7,90.8,66.5,63.9,72.7,73.7,100.0,79.7,1,-2.3,14.7,62.4,0,87.8,2
49.1,47.0,49.3,35.8,44.7,39.6,56.2,60.1,47.7,10,10.4,6.4,76.1,7,49.6,0
79.2,76.3,58.7,66.2,89.2,48.9,90.3,75.9,73.1,5,5.3,9.6,56.9,2,81.9,2
48.5,56.9,67.4,69.7,46.4,47.8,52.6,68.7,57.2,1,-3.9,12.1,70.2,5,56.7,0
67.1,47.9,78.3,73.2,66.0,72.7,68.9,35.9,63.8,1,-0.8,15.0,56.9,2,71.8,1
29.3,42.5,15.0,65.9,43.6,10.0,43.9,29.8,35.0,2,1.6,11.4,46.3,7,34.5,0
67.9,62.3,71.5,63.8,67.2,49.8,85.2,76.0,68.0,4,10.6,12.5,68.9,1,74.9,1
75.9,92.0,79.6,99.7,68.6,89.7,86.4,81.5,84.2,5,7.3,10.3,70.6,0,94.8,2
12.7,37.2,29.9,15.0,20.0,15.7,20.0,30.8,22.7,1,-1.3,12.6,73.5,8,20.1,0
45.4,49.1,55.4,49.9,63.5,56.1,46.1,69.9,54.4,7,14.2,8.9,74.1,6,53.1,0
46.2,38.1,53.9,88.2,46.3,59.2,63.1,60.1,56.9,7,10.6,8.0,54.4,5,55.1,0
49.2,27.8,31.6,19.8,22.0,31.4,24.6,25.4,29.0,4,9.1,9.7,72.6,8,30.1,0
60.9,48.6,44.9,72.0,39.6,46.9,44.7,62.1,52.5,9,25.7,9.4,66.5,5,59.9,0
34.5,54.8,62.1,47.2,53.6,56.8,50.8,39.3,49.9,6,19.3,10.7,72.5,7,51.8,0
55.4,49.2,36.1,32.7,64.7,34.8,48.6,54.8,47.0,1,-1.4,14.1,65.6,7,45.3,0
78.0,67.9,63.7,51.4,80.0,62.5,69.6,61.4,66.8,6,5.9,8.5,72.2,1,80.5,2
46.5,50.3,48.2,50.6,47.4,54.3,55.7,51.8,50.6,11,21.9,7.5,90.3,8,51.1,0
70.2,66.7,61.3,63.0,86.0,59.3,67.6,60.6,66.8,1,-0.9,15.0,74.2,1,74.9,1
35.4,56.0,67.1,43.1,37.5,60.5,28.4,58.3,48.3,14,23.3,6.5,58.2,6,46.0,0
64.7,80.8,61.6,37.5,66.0,59.4,78.0,56.6,63.1,1,-2.5,13.9,59.8,3,65.2,1
20.6,19.7,42.1,38.3,20.6,11.7,20.0,15.4,23.5,3,1.4,8.6,67.7,8,22.7,0
62.1,33.0,37.8,30.2,48.2,41.0,34.7,37.8,40.6,6,19.0,10.8,69.3,7,43.5,0
54.6,35.5,47.6,39.5,49.4,14.8,35.0,35.2,39.0,6,12.2,8.5,63.3,8,37.9,0
56.0,44.3,66.1,39.3,65.1,51.7,57.1,45.8,53.2,5,8.0,9.3,70.9,6,56.8,0
79.0,52.2,76.1,81.3,71.3,52.9,61.7,73.8,68.5,3,0.4,9.8,65.6,2,74.8,1
44.0,35.0,72.3,22.9,53.6,31.7,47.2,46.1,44.1,4,1.2,7.9,55.0,7,38.9,0
18.0,26.6,21.6,26.1,20.0,10.0,20.0,39.0,22.7,5,10.2,8.6,74.9,8,17.3,0
61.8,45.6,46.8,57.3,50.6,32.4,56.3,45.7,49.6,3,7.7,12.3,72.5,7,45.0,0
77.7,64.0,48.4,64.0,66.9,49.9,44.3,67.5,60.3,4,5.8,10.0,65.5,3,69.5,1
59.1,31.3,35.6,21.8,33.8,26.7,35.9,36.6,35.1,7,17.8,8.8,67.2,8,41.3,0
62.6,46.3,66.4,36.6,56.9,32.4,61.9,55.6,52.3,2,-1.7,10.5,62.3,5,53.8,0
41.4,32.9,39.8,44.0,27.0,28.3,37.4,19.6,33.8,3,3.8,9.7,75.0,8,32.7,0
47.9,34.1,64.5,44.3,41.8,25.7,46.8,45.6,43.8,1,-0.9,14.5,66.4,7,40.5,0
73.2,63.2,62.2,43.2,49.0,63.2,46.3,65.4,58.2,5,10.1,9.9,68.1,3,69.1,1
51.9,29.9,47.3,58.9,47.5,56.8,43.1,39.0,46.8,1,-3.8,12.0,71.5,8,46.2,0
75.0,42.4,51.7,58.1,62.5,54.7,59.5,65.1,58.6,3,3.4,11.1,71.1,5,61.8,1
10.0,15.0,30.4,15.0,20.0,38.3,20.0,15.0,20.5,1,-2.7,11.7,71.9,8,17.6,0
52.2,51.6,53.1,44.6,81.4,47.1,60.1,78.4,58.6,1,-3.0,13.2,58.2,5,56.7,0
59.7,48.2,61.0,41.4,40.1,26.5,43.0,54.1,46.8,3,5.6,11.4,65.6,7,47.7,0
72.7,66.5,58.5,53.8,63.0,73.7,66.6,65.0,65.0,2,-2.6,10.2,80.0,2,76.8,1
73.8,57.7,77.0,67.5,63.9,78.8,62.9,57.1,67.3,2,-1.0,11.1,74.8,2,75.8,1
59.0,49.4,62.1,78.4,52.6,65.3,47.0,68.3,60.3,1,-2.3,13.9,68.5,4,62.1,1
59.3,83.7,78.4,48.8,66.5,49.1,56.3,66.9,63.6,11,33.9,10.3,61.7,4,71.2,1
17.3,33.4,24.8,17.5,20.0,10.0,20.0,18.7,20.2,1,-3.3,11.1,79.8,8,17.2,0
38.0,50.1,27.4,37.6,45.3,28.7,24.4,37.4,36.1,8,10.6,6.6,73.3,8,35.8,0
44.6,46.8,38.1,49.7,42.0,72.0,51.8,29.1,46.8,5,10.1,9.3,62.7,7,47.9,0
58.2,74.8,53.6,82.3,77.2,45.7,84.5,87.4,70.5,1,-0.1,15.0,52.9,3,73.1,1
57.1,52.5,62.3,58.7,75.3,65.3,69.1,71.4,64.0,3,1.7,10.1,76.8,3,65.9,1
27.5,32.4,15.0,23.4,26.5,24.5,31.9,29.9,26.4,15,20.9,5.1,83.1,8,25.7,0
27.3,45.1,57.8,62.6,62.3,61.6,55.5,53.2,53.2,4,6.9,10.2,64.1,5,50.4,0
68.9,48.4,15.3,38.2,74.7,34.9,49.4,48.4,47.3,1,-2.3,14.0,43.6,6,50.4,0
47.7,29.5,56.1,19.5,45.1,37.5,54.5,28.6,39.8,3,2.6,9.8,60.5,8,38.0,0
32.1,35.6,17.3,65.7,36.6,13.6,42.5,19.5,32.9,3,7.4,11.2,49.6,7,30.3,0
37.2,46.8,32.6,34.7,39.2,27.1,40.3,57.7,39.4,6,17.5,10.2,71.9,8,35.9,0
86.0,76.0,94.0,72.5,91.0,80.5,80.2,73.7,81.7,9,20.6,9.9,76.2,0,98.8,2
73.1,78.6,85.3,88.7,78.2,58.2,76.8,95.3,79.3,1,-2.9,14.6,66.6,1,86.6,2
43.8,33.1,62.3,57.5,59.3,50.4,49.2,51.8,50.9,2,0.5,11.5,71.9,7,47.9,0
61.1,57.7,41.7,66.1,64.0,48.7,41.7,43.5,53.1,2,0.5,11.6,69.1,5,59.0,0
63.3,56.6,70.4,71.7,47.6,39.3,57.0,50.3,57.0,15,45.0,9.3,66.4,5,63.7,1
38.6,65.1,52.4,36.2,47.7,37.9,59.0,57.2,49.3,3,2.5,10.2,67.3,7,47.5,0
58.9,43.4,42.4,58.6,33.5,40.6,43.5,21.3,42.8,8,10.3,6.7,63.1,8,44.6,0
23.1,42.0,51.5,41.6,43.7,28.7,34.7,24.1,36.2,2,-0.5,10.0,69.4,8,35.9,0
70.1,72.3,56.8,76.1,60.2,64.4,48.7,65.9,64.3,5,13.0,11.5,73.3,2,76.3,1
50.8,33.9,42.3,38.3,33.8,23.6,30.2,40.8,36.7,2,2.0,11.4,75.2,8,36.4,0
54.9,90.3,82.9,49.5,87.0,66.7,87.4,82.4,75.1,9,19.5,9.7,52.4,2,83.3,2
10.0,22.5,21.6,23.1,24.7,19.9,21.7,25.8,21.2,3,4.2,9.4,85.4,8,16.4,0
84.3,84.5,64.5,65.3,91.8,90.4,91.9,83.9,82.1,6,13.0,10.7,66.7,0,96.1,2
15.7,42.1,43.4,32.7,26.7,48.1,44.9,58.4,39.0,2,0.8,11.4,59.9,8,31.2,0
10.0,22.9,15.0,19.2,28.8,18.1,25.5,24.0,20.4,5,11.6,8.8,81.8,8,18.4,0
83.9,88.0,83.2,80.1,68.2,47.0,61.0,57.1,71.1,2,-1.8,11.0,55.3,2,81.0,2
53.1,66.2,59.0,62.4,43.3,45.9,64.7,60.4,56.9,1,-2.8,13.5,74.3,4,63.8,1
83.9,52.7,49.3,63.9,47.1,38.5,66.2,47.6,56.2,2,-2.3,10.1,56.8,5,64.6,1
42.8,61.1,38.0,50.3,71.3,38.1,48.8,30.6,47.6,3,3.8,10.8,60.0,6,46.0,0
48.2,39.2,46.7,58.0,58.7,20.3,38.3,54.6,45.5,1,-0.9,14.9,61.7,8,40.7,0
46.4,39.2,55.7,39.4,48.5,35.6,35.6,46.9,43.4,1,-4.9,10.7,78.7,8,41.9,0
55.2,40.5,51.3,63.2,59.6,73.3,40.1,54.1,54.7,3,-0.5,8.6,66.6,6,55.6,0
52.5,61.8,53.4,65.4,42.4,52.4,62.3,61.8,56.5,2,0.8,11.9,77.1,4,60.0,1
20.3,28.2,50.1,33.2,31.2,35.5,23.0,42.6,33.0,3,3.7,9.5,70.5,8,31.2,0
67.9,69.1,59.6,54.8,76.4,71.5,73.5,53.4,65.8,3,4.7,11.7,73.9,3,75.4,1
60.4,54.1,34.9,49.3,40.4,35.3,28.7,39.9,42.9,1,-4.0,11.7,67.8,7,42.1,0
29.2,17.4,27.0,26.9,34.5,15.2,20.0,15.0,23.2,1,-0.3,13.9,78.3,8,23.1,0
44.3,48.6,57.2,54.6,46.2,26.8,44.9,57.6,47.5,7,17.9,9.6,70.2,8,46.0,0
42.4,55.2,47.4,49.1,56.0,51.3,57.8,69.3,53.6,1,-3.2,12.9,75.7,7,48.8,0
30.8,31.4,30.5,32.8,43.6,35.8,20.0,33.3,32.3,4,7.6,9.7,80.4,8,29.9,0
23.3,40.3,57.0,45.0,46.7,22.6,36.0,48.0,39.9,2,-1.7,9.6,63.9,8,31.3,0
31.9,32.7,26.5,21.9,28.0,43.3,26.4,22.0,29.1,12,36.1,8.3,79.1,8,33.3,0
55.5,49.8,28.9,44.1,56.4,30.1,49.8,54.0,46.1,1,-1.8,13.8,67.2,8,44.2,0
30.8,38.4,35.4,42.1,36.7,68.4,32.1,15.0,37.4,7,11.1,7.1,55.3,7,39.1,0
63.6,27.0,54.4,50.5,27.1,44.1,33.7,61.9,45.3,3,-0.4,8.4,55.9,6,46.1,0
61.2,27.5,38.6,27.0,58.9,35.5,20.0,27.6,37.0,1,-2.6,12.8,54.2,7,36.5,0
34.2,19.8,38.5,37.3,21.6,54.7,22.7,33.6,32.8,2,-0.2,10.1,65.5,8,29.1,0
82.8,75.9,60.7,100.0,93.7,34.2,63.1,90.7,75.1,2,-0.3,12.1,35.1,1,83.1,2
34.4,43.7,53.4,55.7,44.2,36.5,33.6,31.8,41.7,2,2.5,12.4,72.6,8,39.6,0
73.6,53.4,65.2,73.3,74.6,63.3,72.1,98.4,71.7,2,-1.8,11.4,61.2,1,78.3,2
59.6,67.3,48.7,63.1,48.8,37.1,52.9,70.2,56.0,9,21.6,8.4,66.7,5,59.6,0
60.7,46.6,76.2,96.1,61.0,63.5,56.2,75.8,67.0,2,2.0,13.2,54.3,2,73.6,1
88.2,71.4,70.7,81.2,51.7,59.7,53.1,70.2,68.3,2,-1.1,11.4,61.4,3,78.0,2
88.3,81.7,59.0,51.7,74.0,86.3,70.6,72.3,73.0,5,11.9,11.4,61.7,2,85.5,2
69.2,53.3,45.6,68.6,64.3,59.8,58.3,67.1,60.8,6,6.8,8.2,75.3,4,66.9,1
33.2,55.8,66.9,66.3,63.1,49.1,44.3,56.7,54.4,1,-4.4,11.5,64.9,5,51.5,0
57.7,51.3,51.9,34.9,49.8,61.2,55.8,37.3,50.0,5,9.8,10.1,72.0,7,53.6,0
71.4,66.5,72.4,76.1,69.8,38.8,62.3,60.2,64.7,3,2.9,10.8,64.9,1,74.6,1
33.1,22.6,47.0,44.0,44.5,43.1,47.5,38.6,40.0,1,-2.4,13.2,74.6,8,35.4,0
49.8,66.3,40.3,70.3,52.9,49.9,44.0,43.7,52.2,2,1.3,12.0,67.6,6,52.8,0
48.1,40.9,33.7,40.4,49.4,19.4,49.3,31.4,39.1,1,-4.1,11.4,68.6,8,33.9,0
67.0,56.9,93.2,77.6,68.9,78.2,73.5,57.9,71.6,2,0.4,12.5,64.5,2,81.1,2
11.5,30.9,65.5,29.9,24.1,10.0,31.0,41.6,30.6,2,-1.0,9.2,47.3,7,24.2,0
32.5,73.3,50.4,64.3,65.4,83.6,57.5,47.3,59.3,2,0.9,11.9,52.1,4,60.6,1
32.6,29.0,33.8,45.4,48.2,33.0,24.8,36.4,35.4,4,6.9,9.4,76.4,8,32.6,0
67.3,56.9,38.3,47.0,46.2,39.8,39.4,54.4,48.7,5,11.9,10.6,69.5,7,49.3,0
37.3,43.6,28.4,45.8,42.1,51.4,58.9,41.6,43.6,4,5.1,9.2,72.8,8,43.6,0
45.0,37.9,35.2,46.4,43.9,48.9,36.1,50.4,43.0,4,3.4,8.5,82.5,8,44.0,0
45.1,39.6,42.9,65.3,56.4,71.4,47.3,44.5,51.6,7,18.3,9.5,65.4,6,53.8,0
40.4,42.7,48.5,56.1,46.3,68.2,42.9,56.1,50.2,8,13.5,7.7,71.9,7,49.7,0
72.8,57.2,70.6,54.4,63.9,37.3,77.2,81.5,64.4,7,5.4,7.3,56.9,3,66.6,1
78.5,55.9,61.3,47.4,71.6,48.7,58.9,45.7,58.5,1,-4.9,11.6,64.8,5,63.4,1
84.3,68.2,79.8,80.3,69.1,51.6,59.9,75.8,71.1,2,-0.4,11.9,66.5,2,78.5,2
